id,data_registro,tipo_ocorrencia,descricao,status,nome_declarante,nome_autor,deleted
673,2025-07-31,Roubo,Nam omnis nulla illo est tempore debitis corrupti.,Aberto,Mariah Cavalcante,Augusto Duarte,False
674,2025-06-15,Perda,Inventore repudiandae dolores amet soluta.,Fechado,Alana Nogueira,Lavínia Melo,False
675,2025-02-01,Perda,Sit nihil dolorum nobis deleniti.,Aberto,Sr. Augusto da Mata,Liam Araújo,False
676,2025-06-29,Perda,Nulla reprehenderit ipsa eligendi voluptas repudiandae.,Aberto,Rodrigo Sousa,Isis da Mota,False
677,2025-04-15,Vandalismo,Non totam reprehenderit ad.,Aberto,Valentim Barros,Gael Aparecida,False
678,2025-04-13,Roubo,Rerum ducimus ducimus nesciunt quis.,Fechado,Nina da Cruz,Luna Brito,False
679,2025-07-22,Furto,Porro saepe ducimus voluptatem beatae modi soluta.,Fechado,Brayan Silva,Luiz Gustavo Borges,False
680,2025-01-27,Roubo,Dolorem nostrum officia eum iure quis sunt ratione.,Fechado,Dr. Vicente Duarte,Isabella Fonseca,False
681,2025-02-10,Furto,Corporis aut vero iusto eum.,Fechado,Pedro Miguel Machado,José Pedro Jesus,False
682,2025-03-01,Furto,Maxime ad aspernatur reiciendis magnam.,Em análise,Ryan Souza,Ana Siqueira,False
683,2025-05-27,Vandalismo,Quos deleniti natus et quos non.,Em análise,Davi Miguel Novaes,Srta. Ayla Barros,False
684,2025-06-03,Furto,Rem eius quasi exercitationem temporibus perspiciatis.,Aberto,Diogo Farias,Srta. Larissa Aparecida,False
685,2025-01-14,Perda,Ab numquam exercitationem voluptatem rerum rem.,Aberto,Maria Flor Casa Grande,Maria Laura Cavalcante,False
686,2025-05-06,Furto,Quis alias doloribus voluptatem necessitatibus rerum maiores.,Aberto,Mariana Camargo,Maria Luísa Aragão,False
687,2025-03-13,Perda,Sapiente repellendus odit assumenda dolore.,Em análise,Kamilly Siqueira,Joana Sousa,False
688,2025-07-10,Roubo,Cum quaerat delectus repellendus.,Fechado,Eloah Vargas,Leonardo Cunha,False
689,2025-08-18,Perda,Ut architecto blanditiis.,Aberto,Srta. Ana Laura da Paz,Marcelo Gomes,False
690,2025-04-11,Perda,Provident omnis laborum placeat animi ducimus aliquid.,Aberto,Julia Guerra,Maria Liz Campos,False
691,2025-06-26,Furto,Provident perferendis aliquid blanditiis sunt quo provident.,Em análise,Nicole Viana,Juan Santos,False
692,2025-01-27,Furto,Fugit necessitatibus voluptate dolor aliquid maiores.,Em análise,Dra. Amanda Dias,Dr. Enzo Gabriel Mendes,False
693,2025-05-02,Furto,Voluptates suscipit eos.,Em análise,Isadora Rocha,Danilo Costa,False
694,2025-05-16,Roubo,Ratione cum inventore a aliquam voluptas.,Fechado,Maysa Cavalcanti,Maria Alice Carvalho,False
695,2025-03-31,Vandalismo,Ipsum sequi accusamus.,Em análise,Dr. Arthur Miguel Ferreira,Ísis Alves,False
696,2025-05-28,Vandalismo,Dignissimos rerum itaque aperiam.,Fechado,Lara Abreu,Sr. Augusto Cassiano,False
697,2025-06-15,Furto,Eius aspernatur magni ipsum.,Aberto,Luísa Leão,Manuela Rios,False
698,2025-08-03,Furto,Id maxime sequi corrupti ullam.,Fechado,Dr. Thomas Araújo,Dr. Cauã Gomes,False
699,2025-08-13,Roubo,Deleniti natus similique sunt repudiandae nulla odio.,Fechado,Vitor Hugo da Paz,Vitor Hugo Sampaio,False
700,2025-02-16,Agressão,Tenetur natus ab consectetur rerum recusandae saepe.,Aberto,Srta. Ana Lívia Abreu,Srta. Joana Machado,False
701,2025-06-01,Vandalismo,Est nihil unde commodi laboriosam tempore fugiat.,Aberto,Ana Cecília Lima,Sr. Luigi Câmara,False
702,2025-01-05,Vandalismo,A ullam praesentium ea sed.,Em análise,Bella Lopes,Maria Cecília Albuquerque,False
703,2025-06-12,Agressão,Corrupti eum hic hic quo soluta.,Em análise,Ryan da Conceição,Stephany Sousa,False
704,2025-06-14,Roubo,Repellendus enim quasi ullam.,Aberto,Enzo Gabriel Almeida,Gabrielly da Cruz,False
705,2025-06-18,Perda,Aliquam quasi excepturi aspernatur at adipisci quod.,Aberto,Pedro Henrique Viana,Mateus da Costa,False
706,2025-05-10,Furto,Nemo quo aperiam et.,Em análise,Sr. Cauã Aragão,Erick Rodrigues,False
707,2025-05-05,Roubo,Ex quod quod eveniet.,Fechado,Elisa Rocha,Rafael da Mota,False
708,2025-07-06,Perda,Quae occaecati occaecati in ad voluptas.,Aberto,Maria Farias,Luiz Gustavo Siqueira,False
709,2025-03-11,Perda,Facilis optio ea aliquid numquam iusto id doloremque.,Fechado,Clara Freitas,Isabella Borges,False
710,2025-05-28,Vandalismo,Eligendi alias non tempora aut.,Fechado,Noah Fonseca,Eduarda Peixoto,False
711,2025-07-09,Furto,Inventore error reiciendis iure.,Em análise,Dr. Bruno Cirino,João Miguel da Cruz,False
712,2025-05-28,Roubo,Quo architecto velit adipisci rem fugit.,Fechado,Mariah Dias,Rhavi Almeida,False
713,2025-09-19,Agressão,Perferendis in aliquid aliquam sint excepturi similique veniam.,Em análise,Pedro Silva,Nathan Freitas,False
714,2025-07-29,Vandalismo,Nisi vel ex ex velit dignissimos nam.,Em análise,Raquel da Conceição,Sra. Heloísa Fonseca,False
715,2025-03-23,Roubo,Quasi ipsum assumenda rem.,Aberto,Ana Beatriz Fogaça,Lucas Gabriel Pires,False
716,2025-10-11,Perda,Molestiae doloremque deserunt deserunt possimus numquam exercitationem soluta.,Em análise,Oliver Pimenta,Esther da Costa,False
717,2025-09-18,Roubo,Facere numquam dolores adipisci neque eius.,Aberto,Dr. Breno Ramos,Sr. Leonardo da Conceição,False
718,2025-05-17,Perda,Deleniti repudiandae nulla rerum accusamus porro.,Aberto,Dr. Vicente Freitas,Sarah Andrade,False
719,2025-05-14,Perda,Dolore quam tenetur ducimus quo.,Em análise,Isabel Carvalho,Dra. Antonella da Costa,False
720,2025-09-27,Perda,Similique eligendi earum consectetur earum cum ea.,Aberto,Laura da Conceição,Rodrigo Pacheco,False
721,2025-01-29,Vandalismo,Ab blanditiis blanditiis quaerat placeat magni ex accusantium.,Fechado,Cecília Martins,Vitória Fernandes,False
722,2025-06-16,Furto,Vitae numquam maiores molestias laborum veritatis sunt.,Aberto,Stephany Nogueira,Dra. Lavínia da Cunha,False
723,2025-03-22,Agressão,Accusamus nihil eius saepe fuga.,Aberto,Sra. Maitê Pimenta,Nina Lopes,False
724,2025-04-09,Agressão,Provident vero a beatae ipsam harum minima inventore.,Fechado,Stephany Guerra,Yuri Lopes,False
725,2025-08-03,Vandalismo,Hic atque ex esse dolor quam in.,Fechado,João da Rocha,Yago Melo,False
726,2025-08-14,Perda,Adipisci distinctio nihil numquam.,Fechado,Sra. Alice Nogueira,Sra. Luana Costela,False
727,2025-08-14,Furto,Neque voluptatem sed doloribus iusto.,Em análise,Cecília Nascimento,Benício Casa Grande,False
728,2025-06-08,Furto,Eveniet at magni vel.,Aberto,Isaac Abreu,Antônio Nogueira,False
729,2025-10-03,Perda,Voluptatibus quaerat harum porro ea.,Em análise,Calebe Moura,Pietra Guerra,False
730,2025-07-07,Vandalismo,Ratione sed voluptatem esse nisi.,Fechado,Vinicius Pires,Isadora Casa Grande,False
731,2025-08-01,Furto,Accusantium inventore enim cum nihil accusamus nesciunt.,Fechado,Vinícius Rezende,Sr. Davi Lucca Guerra,False
732,2025-09-28,Perda,Quisquam illo voluptatem nulla.,Fechado,Mateus Pastor,Alana Dias,False
733,2025-01-27,Roubo,Dolor autem accusantium magnam.,Em análise,Miguel Cavalcanti,Esther Borges,False
734,2025-01-26,Agressão,Facilis aspernatur minus harum molestiae.,Fechado,Davi Luiz Pinto,Elisa Andrade,False
735,2025-07-01,Agressão,Sed dolore veritatis quam eos eaque placeat.,Em análise,Dr. Luiz Miguel Fogaça,Eduardo da Paz,False
736,2025-07-12,Agressão,Dolor asperiores voluptate eveniet ut at consequatur quisquam.,Em análise,Aurora Sá,Nicole Cunha,False
737,2025-04-28,Vandalismo,Recusandae occaecati non alias non debitis in laboriosam.,Fechado,Dra. Laís Barbosa,Mariah Teixeira,False
738,2025-03-07,Perda,Quaerat nihil ea repellendus at unde.,Aberto,Sr. Kevin Rezende,Lavínia Brito,False
739,2025-10-11,Roubo,Distinctio aliquam nesciunt explicabo nulla dignissimos doloribus minus.,Aberto,João Lucas Cunha,Valentim Jesus,False
740,2025-07-17,Agressão,Aspernatur velit rerum harum libero optio.,Em análise,Dom da Luz,Brenda Siqueira,False
741,2025-08-17,Furto,Autem at rerum voluptatibus dolores earum debitis.,Em análise,Gabriela Peixoto,Ian Costela,False
742,2025-02-21,Roubo,Amet porro corporis quo cum quod consectetur.,Fechado,Erick Garcia,Luiz Fernando Cardoso,False
743,2025-01-14,Perda,Corrupti error amet ad alias at cumque.,Fechado,Oliver Gomes,Dra. Clara Teixeira,False
744,2025-02-11,Roubo,Ipsa voluptatem eligendi odit.,Aberto,Miguel Camargo,André Borges,False
745,2025-07-21,Roubo,Quas veniam velit vitae asperiores nam consectetur.,Aberto,Enzo Gabriel Nunes,Dante Aparecida,False
746,2025-09-18,Roubo,Delectus a quibusdam praesentium iure ducimus.,Aberto,Sophie Rocha,Maria Alice Peixoto,False
747,2025-02-15,Furto,Nemo libero quis placeat fuga nam laudantium.,Em análise,Caroline Farias,Pietra Albuquerque,False
748,2025-02-16,Roubo,Atque qui eius dicta temporibus voluptatem quas.,Em análise,Ayla Ferreira,Ana Cecília Marques,False
749,2025-09-06,Roubo,Ut ullam odio quisquam debitis.,Em análise,Heloísa Correia,João Miguel da Rocha,False
750,2025-04-14,Roubo,Deserunt fugiat dicta.,Em análise,Vicente Lima,Melina Nunes,False
751,2025-01-22,Agressão,Molestiae recusandae fugiat iste inventore.,Em análise,Allana Porto,Bryan Freitas,False
752,2025-07-14,Perda,Quasi dolores aliquid numquam.,Aberto,Gustavo Henrique Cunha,Sr. Vinicius da Cunha,False
753,2025-07-29,Furto,Alias placeat consequatur similique natus reprehenderit doloremque.,Aberto,Felipe da Conceição,Isabelly Camargo,False
754,2025-10-01,Agressão,Nam excepturi id distinctio.,Aberto,Otávio Cavalcante,Noah da Paz,False
755,2025-03-27,Furto,Dolor dolor at dolore molestiae.,Aberto,Srta. Ayla Cirino,Ian da Cunha,False
756,2025-04-02,Vandalismo,Libero ea voluptatem.,Aberto,Giovanna Cavalcanti,Dr. Guilherme Duarte,False
757,2025-09-05,Furto,Totam iusto recusandae.,Em análise,Vitor Gabriel Caldeira,Sra. Ana Laura Pires,False
758,2025-03-02,Vandalismo,Quo illum assumenda quas minus odio vero nisi.,Em análise,Mariane Albuquerque,Agatha Cavalcanti,False
759,2025-07-29,Roubo,Magnam tempore eveniet dignissimos mollitia sequi.,Fechado,Maria Vitória Caldeira,Srta. Zoe Câmara,False
760,2025-08-29,Roubo,Itaque natus tenetur.,Em análise,Isaque Machado,Danilo Santos,False
761,2025-04-03,Vandalismo,Nesciunt sequi assumenda ipsa in incidunt.,Em análise,Benjamim Campos,Dr. Calebe Lima,False
762,2025-07-21,Vandalismo,Iure nisi maiores dolores neque fuga eligendi.,Aberto,Pedro Henrique da Mota,Vitor Hugo Fernandes,False
763,2025-06-22,Roubo,In doloremque aliquam facilis nostrum distinctio velit eveniet.,Em análise,Enzo Albuquerque,Pedro Lucas Ribeiro,False
764,2025-04-01,Roubo,Aliquam cumque cupiditate quasi recusandae.,Em análise,Mathias Rezende,Aurora Fernandes,False
765,2025-09-02,Furto,Optio ea cumque dolores rem voluptate.,Aberto,Caio Pastor,Srta. Kamilly Guerra,False
766,2025-05-03,Roubo,Nulla ipsum quidem dolores quae laborum sed temporibus.,Em análise,Noah Pires,Matteo Machado,False
767,2025-07-14,Furto,Officiis excepturi veniam sunt.,Em análise,Isaque Borges,Maria Liz Sampaio,False
768,2025-03-01,Furto,Voluptate est maiores repudiandae.,Em análise,Sofia Marques,Dra. Sofia Albuquerque,False
769,2025-05-30,Perda,Unde veritatis consequatur quo nisi debitis.,Em análise,Zoe Correia,Sr. Lucca Fernandes,False
770,2025-02-16,Roubo,Sint fugiat earum ullam ab vitae vitae.,Aberto,Anthony Mendes,Sr. Enzo Novaes,False
771,2025-07-12,Furto,Cumque alias quibusdam omnis unde.,Em análise,João Vitor Macedo,Catarina da Mota,False
772,2025-01-14,Furto,Vero ipsa id dolor alias vel.,Fechado,Jade Novaes,Srta. Eloah Monteiro,False
773,2025-05-14,Perda,Temporibus fugit quas.,Aberto,Luiz Fernando Peixoto,Eduardo Guerra,False
774,2025-01-16,Vandalismo,Ipsam enim officiis blanditiis.,Em análise,Maria Laura da Cruz,Amanda Vieira,False
775,2025-09-01,Agressão,Nihil nulla facere nobis dolorum eum repellendus.,Fechado,Gustavo Henrique da Conceição,Kevin Macedo,False
776,2025-07-24,Furto,Velit tempore rem tempora.,Aberto,Ana Júlia Alves,Kamilly Ramos,False
777,2025-07-30,Roubo,Harum voluptates asperiores quibusdam vel repudiandae voluptas ratione.,Em análise,Eloah Moreira,Maria Alice Brito,False
778,2025-04-15,Perda,Voluptas fugit debitis enim tempora iusto.,Fechado,Sra. Melissa Cavalcante,Clara Porto,False
779,2025-07-17,Agressão,Totam laboriosam excepturi officiis saepe quasi.,Aberto,Ayla Melo,José Miguel Cassiano,False
780,2025-05-03,Agressão,Et itaque saepe.,Aberto,Luan Peixoto,Camila Viana,False
781,2025-06-30,Agressão,Consectetur voluptatum tempora.,Aberto,Sr. Joaquim Ferreira,Maria Liz Costela,False
782,2025-09-27,Roubo,Odit non nemo.,Fechado,Otávio Nogueira,Joaquim Novaes,False
783,2025-04-30,Vandalismo,Mollitia eveniet doloribus accusamus facere accusantium sed.,Em análise,Eloá Barbosa,Hellena Rocha,False
784,2025-04-17,Vandalismo,A accusamus alias provident dicta cupiditate distinctio nesciunt.,Fechado,Pedro Miguel Aparecida,Dra. Nina Gonçalves,False
785,2025-07-16,Perda,Fugit nihil officiis deleniti animi facilis odio vitae.,Fechado,Rebeca da Mata,Paulo Pacheco,False
786,2025-07-08,Furto,Occaecati nihil assumenda fugit mollitia eligendi dicta fugit.,Em análise,Oliver Duarte,Ana Duarte,False
787,2025-04-08,Agressão,Quis magnam quaerat reiciendis quaerat sit.,Aberto,Maria Laura Mendonça,Thiago Ribeiro,False
788,2025-02-27,Agressão,Rem quas nulla laborum cum repudiandae voluptates.,Em análise,Vitória Pinto,Ísis Ribeiro,False
789,2025-05-01,Agressão,Autem quod eum quos.,Aberto,Josué Cavalcanti,Isaque Mendonça,False
790,2025-08-25,Furto,Voluptatum iusto expedita ex.,Aberto,Dante Moura,Bruna Lima,False
791,2025-09-20,Perda,Maiores ipsum atque ullam ratione facere nostrum esse.,Aberto,Dr. Benicio Caldeira,Dr. Thiago Martins,False
792,2025-05-04,Vandalismo,Earum excepturi expedita quasi ab error.,Em análise,Dra. Ana Julia Ribeiro,Sr. Josué Silveira,False
793,2025-02-08,Furto,Aspernatur sunt iusto debitis doloribus.,Fechado,Raul Sales,Davi Lucas Sousa,False
794,2025-04-22,Furto,Accusamus excepturi expedita esse eligendi ea officiis.,Aberto,Luiz Miguel Castro,Luiza Pereira,False
795,2025-02-27,Furto,Voluptatem perferendis eaque nesciunt ab impedit nisi.,Em análise,Carolina Mendonça,Ravi Lucca Silveira,False
796,2025-01-28,Furto,Ipsam ipsa maxime aliquam facere.,Fechado,Laura Câmara,Dr. Ravy Pereira,False
797,2025-05-01,Roubo,Tempore eligendi recusandae nisi ut qui similique sint.,Em análise,Ana Sophia Teixeira,Dr. Davi Luiz Costela,False
798,2025-06-29,Furto,Totam culpa rerum temporibus.,Aberto,Vitória Carvalho,Murilo Cassiano,False
799,2025-04-17,Perda,Praesentium optio exercitationem.,Em análise,Sara Cunha,Maysa Silveira,False
800,2025-06-03,Agressão,Labore laboriosam deleniti aliquid.,Em análise,Dra. Sofia Rios,Juan Araújo,False
801,2025-04-12,Perda,Placeat iusto sequi pariatur tempora natus iste ipsam.,Fechado,Bella Melo,Dra. Gabriela Pastor,False
802,2025-05-31,Roubo,Consequatur tempora error sapiente voluptatem nemo.,Aberto,Sofia da Cruz,Noah Moraes,False
803,2025-08-31,Vandalismo,Dignissimos odit impedit.,Fechado,Dr. Miguel da Costa,Yan Lima,False
804,2025-04-30,Agressão,Eum officiis voluptatibus voluptates.,Aberto,Ana Lívia Rios,Murilo Ribeiro,False
805,2025-04-15,Vandalismo,Molestiae et eum deleniti alias dolorum.,Aberto,Leonardo Ramos,Sra. Isabela Carvalho,False
806,2025-07-04,Furto,Sit neque sit modi deserunt nobis.,Aberto,Breno Pastor,Marcos Vinicius Rios,False
807,2025-04-17,Vandalismo,Iste laudantium molestias quae perspiciatis quam blanditiis.,Aberto,Isabelly Gonçalves,Sr. Heitor Azevedo,False
808,2025-08-06,Agressão,Esse cupiditate ipsam quaerat aliquam molestiae natus.,Aberto,André Moura,Eduarda Peixoto,False
809,2025-05-23,Roubo,Quisquam est libero sit exercitationem qui fugit.,Fechado,Dr. Levi Garcia,Stephany Sampaio,False
810,2025-03-22,Furto,Recusandae veniam nulla cumque repudiandae.,Fechado,Rhavi Pimenta,Liz Carvalho,False
811,2025-01-30,Agressão,At id ad nam eligendi minima velit vel.,Aberto,Sr. Yuri Duarte,Dra. Milena Teixeira,False
812,2025-01-16,Perda,Velit nobis numquam temporibus quas perferendis expedita voluptatibus.,Aberto,Ana Júlia Costela,Lunna Sousa,False
813,2025-03-24,Agressão,Eaque eos sit minima quas vero excepturi.,Aberto,Ian Moraes,Pietra Pastor,False
814,2025-04-28,Perda,Aliquid porro molestias eligendi.,Fechado,Ayla Sá,Gustavo Henrique Fernandes,False
815,2025-06-19,Roubo,Velit aut explicabo at.,Em análise,Otávio Marques,Davi Ferreira,False
816,2025-02-25,Furto,Nemo nobis porro magnam quae exercitationem laudantium.,Fechado,Gabriel Fonseca,Olívia Jesus,False
817,2025-06-13,Roubo,Ea rem autem esse iure.,Em análise,Diogo Casa Grande,Catarina Cavalcanti,False
818,2025-05-16,Furto,Quas eaque magni.,Em análise,Gustavo Henrique Novaes,Davi Lucas Sales,False
819,2025-05-28,Roubo,Dolorum fugiat accusantium.,Fechado,Dra. Ana Sophia Melo,Ayla da Rosa,False
820,2025-07-29,Furto,Atque eligendi ipsam maxime aliquam.,Fechado,Ravy Rocha,Antônio Ribeiro,False
821,2025-02-12,Perda,Dolor atque quam sed asperiores necessitatibus adipisci.,Fechado,Otto Borges,Dom Pinto,False
822,2025-03-11,Furto,Non fugit consectetur.,Fechado,Yuri da Costa,Sra. Isadora Sá,False
823,2025-03-11,Roubo,Nisi dolor commodi possimus ratione eligendi et.,Em análise,Stephany Nogueira,Daniela Araújo,False
824,2025-01-28,Furto,Repellendus minima labore harum quibusdam sed in.,Aberto,Sarah Farias,Esther Albuquerque,False
825,2025-01-20,Furto,Esse minima maxime.,Em análise,Alícia Teixeira,Maria Helena Mendonça,False
826,2025-01-17,Agressão,Corrupti impedit expedita laboriosam sit perspiciatis odit.,Em análise,Carolina Andrade,Ana Julia Cavalcanti,False
827,2025-04-30,Furto,Quidem neque cumque rerum tempore.,Aberto,Dra. Rafaela Moraes,Luigi Nascimento,False
828,2025-04-30,Vandalismo,Repudiandae dicta exercitationem dolor cupiditate aliquam dolores.,Fechado,Pietra Vieira,Isabela Rios,False
829,2025-01-11,Agressão,Officiis ullam culpa tempore.,Fechado,Dr. Heitor da Cruz,Ana Laura Rezende,False
830,2025-06-13,Roubo,Et laudantium beatae maxime maxime magnam aperiam rem.,Fechado,Elisa Fonseca,Isabella Almeida,False
831,2025-04-26,Furto,Odio facere ipsum quam modi nesciunt.,Em análise,Sr. Paulo da Costa,Pedro Miguel das Neves,False
832,2025-04-12,Vandalismo,Voluptate harum tempora consequatur fugit.,Fechado,Theo Sousa,Rhavi Montenegro,False
833,2025-02-24,Roubo,Est suscipit exercitationem dignissimos fugit temporibus vel.,Fechado,Stella Gonçalves,Augusto Pinto,False
834,2025-04-08,Furto,Assumenda expedita necessitatibus accusamus maxime dolorum deleniti.,Fechado,Marcos Vinicius Lima,Ana Luiza Peixoto,False
835,2025-06-15,Vandalismo,Perspiciatis rem eveniet aliquid.,Em análise,Daniela Peixoto,Manuela Costela,False
836,2025-07-16,Vandalismo,In placeat occaecati voluptate.,Em análise,Larissa Nogueira,Ana Sophia Santos,False
837,2025-01-25,Vandalismo,Aperiam porro repellendus blanditiis corrupti accusamus adipisci.,Em análise,Isadora Cirino,Emanuelly Novaes,False
838,2025-03-16,Agressão,Voluptas velit quo totam.,Em análise,Leandro Nogueira,Rafael Leão,False
839,2025-08-20,Furto,Fuga blanditiis a hic.,Aberto,Beatriz Rios,Maria Helena Aparecida,False
840,2025-10-01,Furto,Natus voluptates numquam voluptate voluptatem.,Em análise,Srta. Lavínia Dias,Ana Cecília das Neves,False
841,2025-04-23,Perda,Neque possimus nostrum voluptas modi odit quibusdam.,Fechado,Sophia Siqueira,Luiz Fernando Azevedo,False
842,2025-10-11,Roubo,Quaerat voluptates enim placeat a ratione et odio.,Em análise,Rhavi Camargo,Pietro Rios,False
843,2025-05-24,Agressão,Omnis tempora blanditiis facere atque perspiciatis.,Fechado,Maria Julia Rezende,Fernando da Luz,False
844,2025-02-05,Vandalismo,Reiciendis exercitationem fuga exercitationem fugiat assumenda enim.,Fechado,Sra. Luara Rocha,André Casa Grande,False
845,2025-03-14,Vandalismo,Laboriosam distinctio nobis fuga aut tempore eius.,Fechado,Mirella da Rocha,Vitor Gabriel Oliveira,False
846,2025-05-24,Vandalismo,Est qui beatae tempore beatae qui.,Aberto,Sra. Melissa Sampaio,Isabela Vieira,False
847,2025-06-25,Roubo,Laborum asperiores a maxime repellendus ex.,Aberto,João Felipe da Luz,Daniel Gomes,False
848,2025-01-20,Vandalismo,Quam aliquid aliquid et facere quod cumque.,Em análise,José Melo,Henrique Novaes,False
849,2025-10-06,Perda,Dolorem quam consectetur earum quas culpa officia.,Em análise,Stella Duarte,Gael Henrique Correia,False
850,2025-01-03,Vandalismo,Perspiciatis minus repudiandae esse iusto sit impedit esse.,Fechado,Rael Lopes,Thales Ribeiro,False
851,2025-05-06,Roubo,Suscipit eveniet labore dicta.,Em análise,Eloá Lopes,Gael Henrique Andrade,False
852,2025-03-19,Vandalismo,Corporis ea occaecati hic non laudantium.,Fechado,Marina Montenegro,Lara Freitas,False
853,2025-10-01,Roubo,Consequuntur ad mollitia nostrum magni.,Fechado,Gustavo Martins,Dr. Arthur Gabriel Fonseca,False
854,2025-05-28,Agressão,At beatae ea reprehenderit quia a excepturi.,Fechado,Srta. Maria Fernanda Viana,Henrique da Cunha,False
855,2025-10-04,Vandalismo,Voluptas quos vel ipsa.,Aberto,Luiz Henrique Pereira,Sr. Rodrigo Borges,False
856,2025-08-09,Furto,Maxime autem voluptates rerum magnam.,Em análise,Josué Ferreira,Marcelo da Rosa,False
857,2025-09-14,Perda,Architecto omnis delectus pariatur ipsum.,Aberto,Valentina Mendonça,Arthur Gabriel Carvalho,False
858,2025-08-15,Vandalismo,In magni totam ullam molestiae doloremque.,Aberto,Dr. Thiago Pinto,Bianca da Rocha,False
859,2025-09-19,Perda,Voluptates consequatur dicta beatae vel unde vitae.,Em análise,João Pedro Campos,João Miguel Porto,False
860,2025-09-07,Agressão,Quas aspernatur blanditiis laudantium.,Em análise,Dra. Isabelly Souza,Samuel Nogueira,False
861,2025-08-29,Furto,Eveniet beatae corrupti rerum unde dolorem vitae.,Fechado,Dr. Arthur Miguel Ramos,João Vitor Cardoso,False
862,2025-02-06,Vandalismo,Exercitationem eligendi vel odit occaecati dolores eum.,Fechado,Caleb Pastor,Henry Pires,False
863,2025-08-06,Agressão,Iure quia praesentium sint.,Fechado,Mariah Martins,Luiz Miguel Jesus,False
864,2025-05-02,Agressão,Incidunt dicta ea ducimus perferendis ea.,Fechado,Noah Souza,Maria Alice Ferreira,False
865,2025-10-06,Furto,Possimus in minima expedita recusandae sint aperiam.,Aberto,Pietro Silva,Lorenzo Teixeira,False
866,2025-08-31,Perda,Facilis voluptas beatae voluptate.,Em análise,João Felipe Montenegro,Vitória Mendonça,False
867,2025-03-10,Agressão,Totam aliquid vero quo soluta praesentium.,Fechado,Arthur Gabriel Souza,Eduarda Martins,False
868,2025-02-23,Perda,Odio sed nostrum iusto quo ut.,Em análise,Sr. Matheus Novais,Luana Câmara,False
869,2025-08-21,Furto,At quos culpa quos.,Em análise,Carlos Eduardo Silveira,Mateus da Cruz,False
870,2025-04-20,Perda,Voluptatem corrupti quaerat fugit excepturi beatae ut.,Em análise,Thales Martins,Sr. Diogo Oliveira,False
871,2025-05-01,Vandalismo,Perspiciatis nihil aspernatur facere magnam nisi doloribus.,Aberto,Esther Fonseca,Ravi Nunes,False
872,2025-06-23,Vandalismo,Fuga molestias expedita alias odit.,Aberto,Camila Lopes,Gabriel Barros,False
873,2025-04-02,Furto,Harum assumenda perferendis amet veniam eveniet ullam.,Fechado,Yasmin da Rocha,Maria Sophia Costa,False
874,2025-08-04,Furto,Odit officia voluptatum numquam at ducimus.,Aberto,Zoe Andrade,Luiz Miguel Cunha,False
875,2025-05-29,Perda,Neque distinctio sed corporis et molestias.,Fechado,Fernando Fogaça,Maria Luiza Cirino,False
876,2025-06-29,Furto,Sint iure dolorem aperiam.,Fechado,Igor Almeida,Dr. Murilo Oliveira,False
877,2025-08-05,Furto,Maxime porro ducimus accusamus cupiditate aliquid.,Fechado,Manuela Nascimento,Laura Campos,False
878,2025-09-26,Agressão,Rem rerum voluptatum.,Aberto,Daniel Ribeiro,Vinicius das Neves,False
879,2025-07-16,Roubo,Perferendis corrupti dolor velit unde eaque.,Fechado,Lívia Moreira,Srta. Alexia Marques,False
880,2025-01-23,Agressão,Tenetur dicta a magni.,Aberto,Rhavi Ramos,Vitor da Conceição,False
881,2025-07-23,Perda,Similique totam id iste soluta dolorum ratione.,Aberto,Isabelly Azevedo,Dra. Sophia Brito,False
882,2025-05-20,Vandalismo,Ducimus iusto veniam ducimus commodi.,Em análise,Fernando Guerra,Leandro Freitas,False
883,2025-08-29,Roubo,Sit sunt reiciendis ea repellendus.,Aberto,Allana Cassiano,Sofia Cavalcante,False
884,2025-06-01,Perda,Laboriosam dicta error quia quos blanditiis.,Aberto,Felipe Leão,Maria Flor Sampaio,False
885,2025-07-04,Agressão,Ducimus ad rerum placeat.,Aberto,Sra. Nina Novaes,Valentina Cirino,False
886,2025-02-12,Furto,Libero nesciunt cupiditate et.,Aberto,Isis Rezende,Catarina Andrade,False
887,2025-02-18,Vandalismo,Nobis eum veritatis voluptatum necessitatibus beatae eveniet.,Aberto,Dr. João Gabriel Oliveira,Thomas da Conceição,False
888,2025-01-01,Perda,Delectus animi adipisci est id quibusdam veritatis iste.,Fechado,Marcelo Barbosa,Ana Liz Novais,False
889,2025-09-09,Vandalismo,Modi provident pariatur tempora ea magnam ullam temporibus.,Fechado,Dr. Vinícius Cavalcanti,Mateus Farias,False
890,2025-03-17,Roubo,Fuga ad labore omnis quos vel officiis.,Fechado,Dra. Anna Liz Almeida,Júlia da Mata,False
891,2025-02-27,Furto,Eveniet doloribus quaerat vero animi occaecati labore maiores.,Aberto,Davi Miguel Pacheco,Renan Gomes,False
892,2025-07-15,Furto,Repellendus rerum debitis qui.,Fechado,Luan da Mota,Igor Peixoto,False
893,2025-02-27,Perda,Eligendi officia molestiae distinctio similique.,Fechado,Rodrigo da Conceição,João Guilherme da Rosa,False
894,2025-05-18,Agressão,Nisi quae et asperiores nemo.,Aberto,Vinicius Silva,Anthony Cavalcante,False
895,2025-03-09,Roubo,Molestias quis quae ut veritatis ipsum.,Em análise,Maria Laura da Cunha,Clara Araújo,False
